id	Protein.IDs	Majority.protein.IDs	Ratio.H.L.normalized.SNA vs Sham_Rep1	Ratio.H.L.variability.....SNA vs Sham_Rep1	Ratio.H.L.normalized.SNA vs Sham_Rep2	Ratio.H.L.variability.....SNA vs Sham_Rep2	Ratio.H.L.normalized.SNA vs Sham_Rep3	Ratio.H.L.variability.....SNA vs Sham_Rep3	Ratio.H.L.normalized.DCA vs Lam_Rep1	Ratio.H.L.variability.....DCA vs Lam_Rep1	Ratio.H.L.normalized.DCA vs Lam_Rep2	Ratio.H.L.variability.....DCA vs Lam_Rep2	Ratio.H.L.normalized.DCA vs Lam_Rep3	Ratio.H.L.normalized.Central vs Peripheral_Rep1	Ratio.H.L.variability.....Central vs Peripheral_Rep1	Ratio.H.L.normalized.Central vs Peripheral_Rep2	Ratio.H.L.variability.....Central vs Peripheral_Rep2	Ratio.H.L.normalized.Central vs Peripheral_Rep3	Ratio.H.L.variability.....Central vs Peripheral_Rep3	Intensity.L.SNA vs Sham_Rep1	Intensity.H.SNA vs Sham_Rep1	Intensity.L.SNA vs Sham_Rep2	Intensity.H.SNA vs Sham_Rep2	Intensity.L.SNA vs Sham_Rep3	Intensity.H.SNA vs Sham_Rep3	Intensity.L.DCA vs Lam_Rep1	Intensity.H.DCA vs Lam_Rep1	Intensity.L.DCA vs Lam_Rep2	Intensity.H.DCA vs Lam_Rep2	Intensity.L.DCA vs Lam_Rep3	Intensity.H.DCA vs Lam_Rep3	Intensity.L.Central vs Peripheral_Rep1	Intensity.H.Central vs Peripheral_Rep1	Intensity.L.Central vs Peripheral_Rep2	Intensity.H.Central vs Peripheral_Rep2	Intensity.L.Central vs Peripheral_Rep3	Intensity.H.Central vs Peripheral_Rep3	Description	external_gene_names	label	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep1	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep2	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep3	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep1	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep2	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep3	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep1	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep2	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep3
2573	ENSMUSP00000053558;ENSMUSP00000122763;ENSMUSP00000118501	ENSMUSP00000053558;ENSMUSP00000122763	NA	NA	NA	NA	NA	NA	NA	NA	1.1974	17.534	NA	NA	NA	1.3426	21.591	NA	NA	0	0	0	0	98238000	49972000	5445200	5002600	6288900	9960600	3026200	2556000	0	0	10729000	12752000	4539800	6074200	abhydrolase domain containing 12 [Source:MGI Symbol;Acc:MGI:1923442];abhydrolase domain containing 12 [Source:MGI Symbol;Acc:MGI:1923442];abhydrolase domain containing 12 [Source:MGI Symbol;Acc:MGI:1923442]	Abhd12;Abhd12;Abhd12	Abhd12	NA	NA	NA	NA	0.259905175	NA	NA	0.425029548	NA
2574	ENSMUSP00000124719;ENSMUSP00000053606;ENSMUSP00000065079;ENSMUSP00000125609;ENSMUSP00000090958	ENSMUSP00000124719;ENSMUSP00000053606;ENSMUSP00000065079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3394	NA	NA	1.0043	6.724	NA	NA	0	0	0	0	0	0	0	0	5202000	7241200	11066000	11207000	0	0	21041000	11670000	0	0	"COMM domain containing 1 [Source:MGI Symbol;Acc:MGI:109474];COMM domain containing 1 [Source:MGI Symbol;Acc:MGI:109474];COMM domain containing 1 [Source:MGI Symbol;Acc:MGI:109474];COMM domain containing 1 [Source:MGI Symbol;Acc:MGI:109474];predicted gene, 28048 [Source:MGI Symbol;Acc:MGI:5547784]"	Commd1;Commd1;Commd1;Commd1;Gm28048	Commd1	NA	NA	NA	NA	NA	0.421586873	NA	0.006190289	NA
2575	ENSMUSP00000095992;ENSMUSP00000053742;ENSMUSP00000135033;ENSMUSP00000135851	ENSMUSP00000095992;ENSMUSP00000053742;ENSMUSP00000135033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	183420000	8451300	6033900	7218700	0	0	0	0	0	0	0	0	6369000	1557000	0	0	proprotein convertase subtilisin/kexin type 6 [Source:MGI Symbol;Acc:MGI:102897];proprotein convertase subtilisin/kexin type 6 [Source:MGI Symbol;Acc:MGI:102897];proprotein convertase subtilisin/kexin type 6 [Source:MGI Symbol;Acc:MGI:102897];proprotein convertase subtilisin/kexin type 6 [Source:MGI Symbol;Acc:MGI:102897]	Pcsk6;Pcsk6;Pcsk6;Pcsk6	Pcsk6	NA	NA	NA	NA	NA	NA	NA	NA	NA
2576	ENSMUSP00000053783;ENSMUSP00000128037;ENSMUSP00000128932;ENSMUSP00000130995;ENSMUSP00000126349;ENSMUSP00000119633;ENSMUSP00000073584;ENSMUSP00000090568	ENSMUSP00000053783	NA	NA	0.84632	86.184	0.84505	15.002	NA	NA	NA	NA	NA	NA	NA	0.38346	27.044	0.72712	50.499	644240	1678600	6446600	12595000	54666000	39298000	0	0	0	0	0	0	0	0	27431000	6507200	19237000	10081000	"ankyrin repeat domain 13 family, member D [Source:MGI Symbol;Acc:MGI:1915673];ankyrin repeat domain 13b [Source:MGI Symbol;Acc:MGI:2144501];ankyrin repeat domain 13b [Source:MGI Symbol;Acc:MGI:2144501];ankyrin repeat domain 13b [Source:MGI Symbol;Acc:MGI:2144501];ankyrin repeat domain 13 family, member D [Source:MGI Symbol;Acc:MGI:1915673];ankyrin repeat domain 13 family, member D [Source:MGI Symbol;Acc:MGI:1915673];ankyrin repeat domain 13 family, member D [Source:MGI Symbol;Acc:MGI:1915673];ankyrin repeat domain 13 family, member D [Source:MGI Symbol;Acc:MGI:1915673]"	Ankrd13d;Ankrd13b;Ankrd13b;Ankrd13b;Ankrd13d;Ankrd13d;Ankrd13d;Ankrd13d	Ankrd13d	NA	-0.240724834	-0.242891389	NA	NA	NA	NA	-1.382852002	-0.459734616
2578	ENSMUSP00000053877	ENSMUSP00000053877	0.63958	30.415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4685	136.62	0.599	5.6568	144150000	74659000	0	0	383510000	268410000	0	0	0	0	0	0	0	0	61384000	115090000	27781000	13775000	"family with sequence similarity 120, member A [Source:MGI Symbol;Acc:MGI:2446163]"	Fam120a	Fam120a	-0.644803269	NA	NA	NA	NA	NA	NA	0.554343266	-0.739372092
2579	ENSMUSP00000053923;ENSMUSP00000080851	ENSMUSP00000053923	11.253	21.601	6.6353	27.705	1.9879	59.214	0.6775	11.473	1.3364	83.119	1.4814	0.94813	15.621	1.3248	16.593	1.2028	194.44	143240000	1423200000	291400000	1616900000	837600000	1435400000	105470000	72492000	168740000	220940000	140190000	154780000	179140000	118780000	380040000	258390000	184930000	106470000	chitinase-like 3 [Source:MGI Symbol;Acc:MGI:1330860];chitinase-like 4 [Source:MGI Symbol;Acc:MGI:1341098]	Chil3;Chil4	Chil3	3.492237764	2.730161695	0.991245185	-0.561707148	0.418351888	0.566961242	-0.076843211	0.405774578	0.266396773
2580	ENSMUSP00000053943	ENSMUSP00000053943	1.0139	8.2358	1.8775	12.873	1.4323	14.608	NA	NA	1.4737	14.821	0.95906	0.84646	10.026	1.4018	18.601	1.2274	46.321	220260000	241630000	92818000	336210000	283680000	394210000	475200	540570	75159000	146440000	152390000	79763000	26660000	20057000	258800000	249840000	249150000	187610000	"brain abundant, membrane attached signal protein 1 [Source:MGI Symbol;Acc:MGI:1917600]"	Basp1	Basp1	0.019915368	0.908812908	0.518333702	NA	0.559442866	-0.06030702	-0.240486201	0.487280529	0.295605489
2581	ENSMUSP00000053962;ENSMUSP00000141430	ENSMUSP00000053962;ENSMUSP00000141430	5.4369	32.502	4.0831	11.081	1.4127	16.138	NA	NA	1.2768	10.994	1.3943	NA	NA	1.5507	188.46	0.29712	234.49	181720000	1058800000	137400000	1072500000	725620000	987730000	21865000	15502000	86604000	156690000	120860000	111680000	12228000	4958900	276060000	91091000	232550000	80836000	lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757];lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757]	Lcn2;Lcn2	Lcn2	2.442784293	2.029664901	0.498455128	NA	0.352532557	0.479541007	NA	0.632919608	-1.750882375
2582	ENSMUSP00000124152;ENSMUSP00000124787;ENSMUSP00000054033;ENSMUSP00000123873	ENSMUSP00000124152;ENSMUSP00000124787;ENSMUSP00000054033	1.2166	14.675	1.6742	62.641	1.4425	36.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110870000	127640000	42940000	97444000	87368000	109060000	0	0	0	0	0	0	0	0	0	0	12225000	5596400	GRIP and coiled-coil domain containing 2 [Source:MGI Symbol;Acc:MGI:1917547];GRIP and coiled-coil domain containing 2 [Source:MGI Symbol;Acc:MGI:1917547];GRIP and coiled-coil domain containing 2 [Source:MGI Symbol;Acc:MGI:1917547];GRIP and coiled-coil domain containing 2 [Source:MGI Symbol;Acc:MGI:1917547]	Gcc2;Gcc2;Gcc2;Gcc2	Gcc2	0.282854909	0.743471883	0.528571319	NA	NA	NA	NA	NA	NA
2583	ENSMUSP00000054034;ENSMUSP00000062014;ENSMUSP00000110894;ENSMUSP00000116670	ENSMUSP00000054034;ENSMUSP00000062014;ENSMUSP00000110894	0.89596	5.1489	2.2685	15.681	1.6473	10.933	1.6755	17.011	1.9533	21.55	0.97493	0.94045	180.5	0.31513	22.077	0.61534	26.336	556140000	608480000	133390000	556970000	393470000	624450000	101650000	146480000	142250000	392160000	402710000	309290000	170870000	254230000	415100000	380810000	3.00E+08	261940000	septin 6 [Source:MGI Symbol;Acc:MGI:1888939];septin 6 [Source:MGI Symbol;Acc:MGI:1888939];septin 6 [Source:MGI Symbol;Acc:MGI:1888939];septin 6 [Source:MGI Symbol;Acc:MGI:1888939]	Sept6;Sept6;Sept6;Sept6	6-Sep	-0.15849377	1.18173866	0.720103317	0.744591687	0.965913544	-0.036629458	-0.088576851	-1.665980991	-0.700544317
2584	ENSMUSP00000054105	ENSMUSP00000054105	NA	NA	NA	NA	NA	NA	NA	NA	0.79079	41.008	1.0673	NA	NA	3.9661	7.706	1.1804	138.23	0	0	0	0	0	0	0	0	11214000	8810600	30062000	19477000	0	3042600	2791600	9542600	53328000	15896000	hepatocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1920177]	Hepacam	Hepacam	NA	NA	NA	NA	-0.338633467	0.09396575	NA	1.987721054	0.239275826
2586	ENSMUSP00000054201;ENSMUSP00000035180	ENSMUSP00000054201	0.9813	11.331	1.6781	13.491	1.3102	16.868	1.2097	14.775	0.97912	11.944	1.1636	3	11.777	2.0945	13.919	2.5268	24.545	323720000	360830000	153670000	563280000	250500000	387800000	310580000	262180000	388090000	463260000	528300000	386360000	101020000	194930000	280890000	542150000	292810000	576050000	RIKEN cDNA 1700080E11 gene [Source:MGI Symbol;Acc:MGI:1920782];nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1 [Source:MGI Symbol;Acc:MGI:1914161]	1700080E11Rik;Nudt16l1	1700080E11Rik	-0.027233835	0.74682869	0.389787054	0.27464931	-0.030442409	0.218595202	1.584962501	1.066605884	1.337311477
2587	ENSMUSP00000140743;ENSMUSP00000136915;ENSMUSP00000131330;ENSMUSP00000126173;ENSMUSP00000054303;ENSMUSP00000140316;ENSMUSP00000071728	ENSMUSP00000140743;ENSMUSP00000136915;ENSMUSP00000131330;ENSMUSP00000126173;ENSMUSP00000054303	NA	NA	NA	NA	0.74391	0.25963	NA	NA	NA	NA	NA	NA	NA	0.68838	42.712	NA	NA	0	0	0	0	37493000	25756000	3756900	2249600	4374900	2758200	4998800	3507800	0	0	26272000	16987000	13185000	15214000	ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171];predicted gene 5434 [Source:MGI Symbol;Acc:MGI:3646221];ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171];ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171];ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171];ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171];ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171]	Ube2f;Gm5434;Ube2f;Ube2f;Ube2f;Ube2f;Ube2f	Ube2f	NA	NA	-0.426800004	NA	NA	NA	NA	-0.538722913	NA
2588	ENSMUSP00000137958;ENSMUSP00000137663;ENSMUSP00000097599;ENSMUSP00000054309;ENSMUSP00000137914;ENSMUSP00000120563	ENSMUSP00000137958;ENSMUSP00000137663;ENSMUSP00000097599;ENSMUSP00000054309	0.64987	34.541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102830000	75595000	5800400	9185700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524];phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524];phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524];phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524];phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524];phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524]"	Pitpnm1;Pitpnm1;Pitpnm1;Pitpnm1;Pitpnm1;Pitpnm1	Pitpnm1	-0.621776945	NA	NA	NA	NA	NA	NA	NA	NA
2589	ENSMUSP00000101738;ENSMUSP00000113250;ENSMUSP00000054338;ENSMUSP00000120292	ENSMUSP00000101738;ENSMUSP00000113250;ENSMUSP00000054338;ENSMUSP00000120292	0.32222	8.4557	NA	NA	0.79905	8.3153	NA	NA	0.6354	54.414	0.70809	NA	NA	2.2332	63.485	1.8617	95.766	59525000	24036000	1683900	2606500	13051000	13797000	0	0	12263000	15664000	37075000	18253000	0	0	22717000	37041000	23442000	22679000	MAP7 domain containing 1 [Source:MGI Symbol;Acc:MGI:2384297];MAP7 domain containing 1 [Source:MGI Symbol;Acc:MGI:2384297];MAP7 domain containing 1 [Source:MGI Symbol;Acc:MGI:2384297];MAP7 domain containing 1 [Source:MGI Symbol;Acc:MGI:2384297]	Map7d1;Map7d1;Map7d1;Map7d1	Map7d1	-1.633882051	NA	-0.323642313	NA	-0.654263005	-0.497995353	NA	1.159112461	0.896620611
2590	ENSMUSP00000098802;ENSMUSP00000054452;ENSMUSP00000006424;ENSMUSP00000108855;ENSMUSP00000039115	ENSMUSP00000098802;ENSMUSP00000054452;ENSMUSP00000006424;ENSMUSP00000108855;ENSMUSP00000039115	1.1499	28.598	0.93143	8.4123	0.76888	7.4444	NA	NA	0.8034	21.705	1.0551	0.54962	2.9996	0.69726	8.9409	0.66867	18.58	220830000	133920000	205610000	497780000	261450000	145680000	43515000	26825000	85826000	88413000	105900000	80004000	88596000	29037000	405970000	216060000	269380000	155840000	MOB kinase activator 1B [Source:MGI Symbol;Acc:MGI:1915723];MOB kinase activator 1A [Source:MGI Symbol;Acc:MGI:2442631];MOB kinase activator 1A [Source:MGI Symbol;Acc:MGI:2442631];MOB kinase activator 1A [Source:MGI Symbol;Acc:MGI:2442631];MOB kinase activator 1B [Source:MGI Symbol;Acc:MGI:1915723]	Mob1b;Mob1a;Mob1a;Mob1a;Mob1b	Mob1b	0.201508404	-0.102480745	-0.379169642	NA	-0.315809634	0.077379741	-0.863493592	-0.520231375	-0.580633703
2591	ENSMUSP00000054490	ENSMUSP00000054490	0.34386	14.699	0.5902	10.184	NA	NA	NA	NA	0.88611	16.516	0.3594	NA	NA	1.4345	8.3098	1.0698	6.2699	302310000	131880000	24042000	32612000	30135000	34295000	33590000	21053000	41659000	36334000	47271000	13465000	52934000	46212000	77966000	77981000	84146000	69808000	ribosomal protein S23 [Source:MGI Symbol;Acc:MGI:1913725]	Rps23	Rps23	-1.540106793	-0.760724174	NA	NA	-0.174442292	-1.476337686	NA	0.520547968	0.097341109
2592	ENSMUSP00000054556	ENSMUSP00000054556	0.80075	24.886	0.93091	31.187	1.0016	25.25	1.1893	19.883	0.98541	41.206	1.0332	0.91617	129.86	1.1421	207.42	0.87874	193.28	5893200000	5106900000	3150600000	5227900000	3261300000	3421800000	1145800000	1570300000	2790900000	5825900000	5742900000	4885500000	1727700000	2220400000	4615600000	4305600000	4547100000	6312300000	eukaryotic translation elongation factor 1 alpha 2 [Source:MGI Symbol;Acc:MGI:1096317]	Eef1a2	Eef1a2	-0.320576202	-0.1032864	0.002306467	0.25011268	-0.021203983	0.047119549	-0.126312772	0.191688976	-0.186491728
2593	ENSMUSP00000054631;ENSMUSP00000099098;ENSMUSP00000063217;ENSMUSP00000088344	ENSMUSP00000054631;ENSMUSP00000099098;ENSMUSP00000063217;ENSMUSP00000088344	0.53222	37.46	NA	NA	NA	NA	NA	NA	1.3271	12.677	0.7776	NA	NA	NA	NA	NA	NA	103310000	54158000	9619100	10513000	12262000	5483600	0	0	4257500	10322000	14539000	7365000	0	0	0	0	11886000	0	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2685438];ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2685438];ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2685438];ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2685438]"	Asap2;Asap2;Asap2;Asap2	Asap2	-0.909905369	NA	NA	NA	0.408277085	-0.362899876	NA	NA	NA
2594	ENSMUSP00000054634;ENSMUSP00000134552;ENSMUSP00000116780;ENSMUSP00000113165;ENSMUSP00000112379;ENSMUSP00000024956	ENSMUSP00000054634	0.79475	12.547	0.6985	17.994	NA	NA	0.97551	16.735	1.2069	14.931	1.0542	1.0564	96.489	1.2206	33.696	1.2514	20.431	686670000	677290000	386600000	691770000	307500000	239210000	639820000	448410000	506380000	971910000	891670000	741310000	950990000	616270000	1028800000	1090600000	989870000	1115400000	"ras homolog gene family, member Q [Source:MGI Symbol;Acc:MGI:1931553];cell division cycle 42 [Source:MGI Symbol;Acc:MGI:106211];ras homolog gene family, member J [Source:MGI Symbol;Acc:MGI:1931551];ras homolog gene family, member J [Source:MGI Symbol;Acc:MGI:1931551];ras homolog gene family, member Q [Source:MGI Symbol;Acc:MGI:1931553];ras homolog gene family, member J [Source:MGI Symbol;Acc:MGI:1931551]"	Rhoq;Cdc42;Rhoj;Rhoj;Rhoq;Rhoj	Rhoq	-0.331426984	-0.517667979	NA	-0.035771433	0.271306144	0.076148597	0.079156207	0.287590496	0.323543009
2596	ENSMUSP00000054734;ENSMUSP00000141497	ENSMUSP00000054734;ENSMUSP00000141497	0.49397	24.247	1.1116	24.594	2.1306	49.167	1.1311	50.905	1.6634	115.18	0.82415	NA	NA	1.6807	18.845	1.5367	13.64	133400000	61835000	21646000	36793000	28758000	47569000	13925000	14425000	78416000	112650000	124910000	88315000	11452000	17093000	109030000	99778000	50816000	83571000	"zinc finger, C2HC-type containing 1A [Source:MGI Symbol;Acc:MGI:1914556];zinc finger, C2HC-type containing 1A [Source:MGI Symbol;Acc:MGI:1914556]"	Zc2hc1a;Zc2hc1a	Zc2hc1a	-1.017504669	0.15263774	1.091259766	0.177726483	0.734135137	-0.279021155	NA	0.749062231	0.619835544
2597	ENSMUSP00000081998;ENSMUSP00000054782;ENSMUSP00000124851	ENSMUSP00000081998;ENSMUSP00000054782	0.70478	17.289	0.52861	20.457	0.51465	53.478	1.0575	14.371	0.88679	17.028	1.0515	0.19969	101.17	0.090924	7.0962	0.15005	27.295	2693700000	2592900000	1162700000	1922700000	2663700000	1481400000	19443000	15669000	417180000	515110000	875150000	404550000	715650000	77415000	1632600000	309180000	1509300000	387070000	phosphoglucomutase 2-like 1 [Source:MGI Symbol;Acc:MGI:1918224];phosphoglucomutase 2-like 1 [Source:MGI Symbol;Acc:MGI:1918224];phosphoglucomutase 2-like 1 [Source:MGI Symbol;Acc:MGI:1918224]	Pgm2l1;Pgm2l1;Pgm2l1	Pgm2l1	-0.50475511	-0.919724377	-0.958336468	0.080657663	-0.173335593	0.07244885	-2.324166007	-3.459195036	-2.736484776
2598	ENSMUSP00000115169;ENSMUSP00000054834;ENSMUSP00000120809	ENSMUSP00000115169;ENSMUSP00000054834;ENSMUSP00000120809	0.98617	43.989	0.94717	33.326	1.0302	30.698	0.93993	7.9404	1.2096	27.697	1.2632	NA	NA	NA	NA	1.1835	10.446	24457000	36195000	44759000	99083000	65661000	78276000	22667000	17910000	19329000	33621000	34451000	27005000	8311400	5598900	22209000	17667000	22319000	20858000	transmembrane emp24 domain trafficking protein 2 [Source:MGI Symbol;Acc:MGI:1929269];transmembrane emp24 domain trafficking protein 2 [Source:MGI Symbol;Acc:MGI:1929269];transmembrane emp24 domain trafficking protein 2 [Source:MGI Symbol;Acc:MGI:1929269]	Tmed2;Tmed2;Tmed2	Tmed2	-0.020091729	-0.078304708	0.042924445	-0.089374777	0.274530045	0.337083076	NA	NA	0.243059706
2599	ENSMUSP00000054863	ENSMUSP00000054863	1.0229	29.364	1.0195	22.714	0.95517	14.7	0.78834	36.847	0.25313	129.57	1.2134	0.42514	90.39	3.465	206.72	0.47573	166.38	2739600000	2942100000	370730000	751920000	3445300000	2.84E+09	377810000	349800000	677950000	997360000	935330000	688630000	1482500000	570650000	1766200000	893280000	2055300000	1071600000	poly(rC) binding protein 1 [Source:MGI Symbol;Acc:MGI:1345635]	Pcbp1	Pcbp1	0.032665112	0.027861775	-0.06617057	-0.343110117	-1.982049595	0.279055216	-1.233990091	1.792855352	-1.071785089
2600	ENSMUSP00000054913;ENSMUSP00000127413	ENSMUSP00000054913;ENSMUSP00000127413	0.9958	12.341	1.0069	32.159	1.1779	0.11111	NA	NA	1.1185	11.147	1.1084	NA	NA	1.1296	11.427	1.4458	21.997	68277000	102290000	58676000	127030000	64768000	69473000	0	0	50170000	72502000	62915000	53703000	0	0	38667000	32363000	95863000	117540000	BLOC-1 related complex subunit 5 [Source:MGI Symbol;Acc:MGI:1915024];BLOC-1 related complex subunit 5 [Source:MGI Symbol;Acc:MGI:1915024]	Borcs5;Borcs5	Borcs5	-0.006072079	0.00992041	0.236217064	NA	0.161565256	0.148478616	NA	0.175811994	0.531867996
2603	ENSMUSP00000091066;ENSMUSP00000055061;ENSMUSP00000055033;ENSMUSP00000105536	ENSMUSP00000091066;ENSMUSP00000055061;ENSMUSP00000055033;ENSMUSP00000105536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2324	34.375	0	0	1401100	3029400	0	0	0	0	0	0	36485000	14606000	0	0	2776100	5402100	9346200	13356000	neurofibromatosis 2 [Source:MGI Symbol;Acc:MGI:97307];neurofibromatosis 2 [Source:MGI Symbol;Acc:MGI:97307];neurofibromatosis 2 [Source:MGI Symbol;Acc:MGI:97307];neurofibromatosis 2 [Source:MGI Symbol;Acc:MGI:97307]	Nf2;Nf2;Nf2;Nf2	Nf2	NA	NA	NA	NA	NA	NA	NA	NA	0.301470587
2604	ENSMUSP00000090314;ENSMUSP00000055122	ENSMUSP00000090314;ENSMUSP00000055122	0.82368	30.426	1.2569	43.41	1.2571	68.993	1.0779	24.703	1.1694	45.215	0.98144	1.6098	71.784	2.0506	75.435	1.4297	94.291	1.71E+10	1.47E+10	7853200000	1.83E+10	1.43E+10	1.93E+10	1.42E+09	1621700000	7486500000	1.41E+10	1.06E+10	7568900000	2761300000	4362200000	6162300000	1.52E+10	7903900000	1.20E+10	erythrocyte membrane protein band 4.1 like 2 [Source:MGI Symbol;Acc:MGI:103009];erythrocyte membrane protein band 4.1 like 2 [Source:MGI Symbol;Acc:MGI:103009]	Epb41l2;Epb41l2	Epb41l2	-0.279844136	0.329869872	0.330099418	0.108223341	0.225768496	-0.027028023	0.68688146	1.0360461	0.515712452
2605	ENSMUSP00000055178;ENSMUSP00000098287	ENSMUSP00000055178	NA	NA	NA	NA	NA	NA	0.80201	8.6509	1.0907	8.7219	1.1749	3.4482	16.98	NA	NA	NA	NA	0	0	0	0	0	0	62264000	46307000	23830000	27453000	26988000	14560000	14630000	43365000	0	0	0	0	V-set and transmembrane domain containing 4 [Source:MGI Symbol;Acc:MGI:2444633];V-set and transmembrane domain containing 4 [Source:MGI Symbol;Acc:MGI:2444633]	Vstm4;Vstm4	Vstm4	NA	NA	NA	-0.31830787	0.125254339	0.232537969	1.785843455	NA	NA
2606	ENSMUSP00000125309;ENSMUSP00000055199;ENSMUSP00000125576;ENSMUSP00000124732	ENSMUSP00000125309;ENSMUSP00000055199;ENSMUSP00000125576	1.0435	11.872	1.315	8.2086	1.2066	9.1195	NA	NA	1.0449	6.2038	0.93231	NA	NA	0.43705	130.89	NA	NA	124470000	145240000	59409000	142580000	112180000	115680000	0	0	38238000	65081000	49715000	28556000	0	0	29536000	16972000	21507000	19709000	protocadherin 1 [Source:MGI Symbol;Acc:MGI:104692];protocadherin 1 [Source:MGI Symbol;Acc:MGI:104692];protocadherin 1 [Source:MGI Symbol;Acc:MGI:104692];protocadherin 1 [Source:MGI Symbol;Acc:MGI:104692]	Pcdh1;Pcdh1;Pcdh1;Pcdh1	Pcdh1	0.0614306	0.3950628	0.270947487	NA	0.063364879	-0.101118353	NA	-1.194129757	NA
2608	ENSMUSP00000125697;ENSMUSP00000125141;ENSMUSP00000125000;ENSMUSP00000124725;ENSMUSP00000124153;ENSMUSP00000055256	ENSMUSP00000125697;ENSMUSP00000125141;ENSMUSP00000125000;ENSMUSP00000124725;ENSMUSP00000124153;ENSMUSP00000055256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98697000	88011000	51683000	118720000	84643000	109750000	15558000	27163000	0	0	21938000	28007000	32510000	10363000	23991000	14286000	30450000	8520200	"guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705];guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705];guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705];guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705];guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705];guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]"	Gng2;Gng2;Gng2;Gng2;Gng2;Gng2	Gng2	NA	NA	NA	NA	NA	NA	NA	NA	NA
2609	ENSMUSP00000055304	ENSMUSP00000055304	NA	NA	NA	NA	0.65621	0.99801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4140500	8248500	25988000	20696000	0	0	0	0	0	0	0	0	0	0	0	0	kinesin family member 13A [Source:MGI Symbol;Acc:MGI:1098264]	Kif13a	Kif13a	NA	NA	-0.607770516	NA	NA	NA	NA	NA	NA
